company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,total_funding,product_url,indeed_url,growth_percentage
Steep Hill,steephill.com,Berkeley,CA,United States,50,http://www.linkedin.com/company/steep-hill-lab,2008,Analytics,94,6804000,1,,,,,,,,https://www.growjo.com/company/Steep_Hill,https://www.indeed.com/jobs?q=company%3A(Steep Hill),0.02
PrismHR,prismhr.com,Hopkinton,MA,United States,382,http://www.linkedin.com/company/prismhr,1985,Analytics,1392,71297800,1,"Human Resources Hr, saas",,,B2B,,,,https://www.growjo.com/company/PrismHR,https://www.indeed.com/jobs?q=company%3A(PrismHR),0.23
Ocient,Ocient.com,Chicago,IL,United States,155,http://www.linkedin.com/company/ocient,2016,Analytics,112,24531500,1,Analytics,,,,,$65M,65000000,https://www.growjo.com/company/Ocient,https://www.indeed.com/jobs?q=company%3A(Ocient),0.45
Agora,agorareal.com,,,,75,http://www.linkedin.com/company/agora-re,,Analytics,1461,11340000,1,,,,,,,,https://www.growjo.com/company/Agora,https://www.indeed.com/jobs?q=company%3A(Agora),1.14
Climate X,climate-x.com,London,,UK,40,http://www.linkedin.com/company/climate-x,2021,Analytics,163,4816000,1,,,,,,,,https://www.growjo.com/company/Climate_X,https://www.indeed.com/jobs?q=company%3A(Climate X),0.82
Cova,covasoftware.com,Vancouver,BC,CAN,78,http://www.linkedin.com/company/covasoftware,2016,Analytics,29,11760000,1,,,,,,,,https://www.growjo.com/company/Cova,https://www.indeed.com/jobs?q=company%3A(Cova),0.42
Verisk Financial,verisk.com,White Plains,,United States,302,http://www.linkedin.com/company/verisk-financial,1997,Analytics,523,2950000000,1,,,,,31934000000,,,https://www.growjo.com/company/Verisk_Financial,https://www.indeed.com/jobs?q=company%3A(Verisk Financial),0.18
Therapy Brands,therapybrands.com,Birmingham,AL,United States,318,http://www.linkedin.com/company/therapy-brands,,Analytics,6,59385200,1,,,,,,$16M,16000000,https://www.growjo.com/company/Therapy_Brands,https://www.indeed.com/jobs?q=company%3A(Therapy Brands),0.17
StreamSets,streamsets.com,San Francisco,CA,United States,298,http://www.linkedin.com/company/streamsets,2014,Analytics,610,55651400,1,"Analytics,Cloud Computing,Data Storage,Developer Tools,Enterprise Software,Marketing,Marketing Analytics,Storage, saas",Harmony Partners,,B2B,,$76.2M,76200000,https://www.growjo.com/company/StreamSets,https://www.indeed.com/jobs?q=company%3A(StreamSets),0.41
Retrocausal,retrocausal.ai,Redmond,WA,United States,52,http://www.linkedin.com/company/retrocausal-ai,2019,Analytics,126,7056000,1,,,,,,,,https://www.growjo.com/company/Retrocausal,https://www.indeed.com/jobs?q=company%3A(Retrocausal),0.79
SpotDraft,spotdraft.com,Bangalore,,India,167,http://www.linkedin.com/company/spotdraft,2017,Analytics,33,13860000,1,,,,,,,,https://www.growjo.com/company/SpotDraft,https://www.indeed.com/jobs?q=company%3A(SpotDraft),1.11
LRN,lrn.com,New York,NY,United States,580,http://www.linkedin.com/company/lrn,1992,Analytics,540,91744800,1,,,,,,$30M,30000000,https://www.growjo.com/company/LRN,https://www.indeed.com/jobs?q=company%3A(LRN),0.11
Noteable,noteable.io,Cupertino,CA,United States,30,http://www.linkedin.com/company/noteable-io,2020,Analytics,338,3584000,1,,,,,,,,https://www.growjo.com/company/Noteable,https://www.indeed.com/jobs?q=company%3A(Noteable),0.76
Near,near.co,Singapore,,SGP,338,http://www.linkedin.com/company/-near,2012,Analytics,8,63119000,39,,,,,,$134M,134000000,https://www.growjo.com/company/Near,https://www.indeed.com/jobs?q=company%3A(Near),0.14
Sifted,sifted.eu,London,,UK,77,http://www.linkedin.com/company/siftedeu,2018,Analytics,176,11620000,1,,,,,,,,https://www.growjo.com/company/Sifted,https://www.indeed.com/jobs?q=company%3A(Sifted),0.38
Portside,portside.co,San Francisco,CA,United States,74,http://www.linkedin.com/company/portside-co,,Analytics,625,10920000,1,,,,,,$17.3M,17300000,https://www.growjo.com/company/Portside,https://www.indeed.com/jobs?q=company%3A(Portside),0.37
IP Fabric,ipfabric.io,Prague,,,98,http://www.linkedin.com/company/ip-fabric,2015,Analytics,1578,14840000,1,,,,,,,,https://www.growjo.com/company/IP_Fabric,https://www.indeed.com/jobs?q=company%3A(IP Fabric),1.09
Aquera,aquera.com,Palo Alto,CA,United States,121,http://www.linkedin.com/company/aquera,2016,Analytics,343,18340000,1,,,,,,,,https://www.growjo.com/company/Aquera,https://www.indeed.com/jobs?q=company%3A(Aquera),1.09
Clearsense,clearsense.com,Jacksonville,FL,United States,193,http://www.linkedin.com/company/clearsense-llc,2014,Analytics,17,30551500,1,", saas",,,,,$50.5M,50500000,https://www.growjo.com/company/Clearsense,https://www.indeed.com/jobs?q=company%3A(Clearsense),0.08
CreativeX,creativex.com,New York,NY,United States,85,http://www.linkedin.com/company/creativex,2015,Analytics,556,12880000,1,,,,,,,,https://www.growjo.com/company/CreativeX,https://www.indeed.com/jobs?q=company%3A(CreativeX),0.35
Cambridge Mobile Telematics,cmtelematics.com,Cambridge,MA,United States,439,http://www.linkedin.com/company/cambridge-mobile-telematics,2010,Analytics,272,81965800,2,Mobile,SoftBank Vision Fund,,,1500000000,$502.5M,502500000,https://www.growjo.com/company/Cambridge_Mobile_Telematics,https://www.indeed.com/jobs?q=company%3A(Cambridge Mobile Telematics),0.16
cBEYONData,cbeyondata.com,Lorton,VA,United States,145,http://www.linkedin.com/company/cbeyondata,2011,Analytics,1668,24178000,1,,,,,,,,https://www.growjo.com/company/cBEYONData,https://www.indeed.com/jobs?q=company%3A(cBEYONData),0.91
Procurify,procurify.com,Vancouver,BC,CAN,193,http://www.linkedin.com/company/procurify,2012,Analytics,34,30551500,1,saas,,,,,$31.8M,31800000,https://www.growjo.com/company/Procurify,https://www.indeed.com/jobs?q=company%3A(Procurify),0.33
Appdome,appdome.com,Redwood City,CA,United States,135,http://www.linkedin.com/company/appdome,2012,Analytics,366,21371000,1,,,,,,$27.5M,27500000,https://www.growjo.com/company/Appdome,https://www.indeed.com/jobs?q=company%3A(Appdome),0.32
Track.co,track.co,Belo Horizonte,,,163,http://www.linkedin.com/company/track-co,2012,Analytics,1698,27104000,1,,,,,,,,https://www.growjo.com/company/Track.co,https://www.indeed.com/jobs?q=company%3A(Track.co),1.04
People Data Labs,peopledatalabs.com,San Francisco,CA,United States,116,http://www.linkedin.com/company/peopledatalabs,2015,Analytics,645,17500000,1,,,,,,,,https://www.growjo.com/company/People_Data_Labs,https://www.indeed.com/jobs?q=company%3A(People Data Labs),0.32
Speech Graphics,speech-graphics.com,Edinburgh,,,60,http://www.linkedin.com/company/speech-graphics,2010,Analytics,5,8190000,1,,,,,,,,https://www.growjo.com/company/Speech_Graphics,https://www.indeed.com/jobs?q=company%3A(Speech Graphics),0.3
Scopio Labs,scopiolabs.com,Tel Aviv,,Israel,119,http://www.linkedin.com/company/scopio-labs,2015,Analytics,28,17500000,1,,,,,,$73.1M,73100000,https://www.growjo.com/company/Scopio_Labs,https://www.indeed.com/jobs?q=company%3A(Scopio Labs),0.31
Anaqua,anaqua.com,Boston,MA,United States,447,http://www.linkedin.com/company/anaqua,2004,Analytics,282,83388200,1,saas,,,,,,,,,
CallMiner,callminer.com,Waltham,MA,United States,365,http://www.linkedin.com/company/callminer,2002,Analytics,285,68097400,10,"saas, Analytics,Customer Support,Enterprise Software,Human Resources Hr,Marketing,Marketing Analytics",NewSpring Capital,,B2B,,$159.1M,159100000,https://www.growjo.com/company/CallMiner,https://www.indeed.com/jobs?q=company%3A(CallMiner),0.06
Datch,datch.io,Santa Monica,CA,United States,38,http://www.linkedin.com/company/datch,2018,Analytics,231,4592000,1,,,,,,,,https://www.growjo.com/company/Datch,https://www.indeed.com/jobs?q=company%3A(Datch),0.65
CareMetx,caremetx.com,Bethesda,MD,United States,479,http://www.linkedin.com/company/caremetx-llc,,Analytics,107,90475000,1,,,,,,,,https://www.growjo.com/company/CareMetx,https://www.indeed.com/jobs?q=company%3A(CareMetx),0.11
Zigsaw Consultancy,zigsaw.in,udaipur,,,307,http://www.linkedin.com/company/zigsaw-consultancy-services,2014,Analytics,1794,58100000,1,,,,,,,,https://www.growjo.com/company/Zigsaw_Consultancy,https://www.indeed.com/jobs?q=company%3A(Zigsaw Consultancy),1.05
Beaconstac,beaconstac.com,New York,NY,United States,102,http://www.linkedin.com/company/mobstac,2009,Analytics,586,15400000,1,,,,,,,,https://www.growjo.com/company/Beaconstac,https://www.indeed.com/jobs?q=company%3A(Beaconstac),1
Empyrean,empyreansolutions.com,Woburn,MA,United States,82,http://www.linkedin.com/company/empyreansolutions,2008,Analytics,292,12460000,1,,,,,,,,https://www.growjo.com/company/Empyrean,https://www.indeed.com/jobs?q=company%3A(Empyrean),0.28
Graylog,graylog.org,Houston,TX,United States,114,http://www.linkedin.com/company/graylog,2009,Analytics,67,17220000,1,saas,,,,,,,https://www.growjo.com/company/Graylog,https://www.indeed.com/jobs?q=company%3A(Graylog),0.28
Parrot Analytics,parrotanalytics.com,Beverly Hills,CA,United States,97,http://www.linkedin.com/company/parrot-analytics,2013,Analytics,236,14280000,1,,,,,,$12.4M,12400000,https://www.growjo.com/company/Parrot_Analytics,https://www.indeed.com/jobs?q=company%3A(Parrot Analytics),0.28
Signavio,signavio.com,Berlin,,Germany,478,http://www.linkedin.com/company/signavio-inc,2009,Analytics,19,89255600,36,"Business Development, Corporate IT, Business Process Management, Workflow",,,,400000000,$229.6M,229600000,https://www.growjo.com/company/Signavio,https://www.indeed.com/jobs?q=company%3A(Signavio),0.37
VivoSense,vivosense.com,Newport Coast,CA,United States,37,http://www.linkedin.com/company/vivosense,2010,Analytics,1863,4480000,1,,,,,,,,https://www.growjo.com/company/VivoSense,https://www.indeed.com/jobs?q=company%3A(VivoSense),0.61
Rethink Priorities,rethinkpriorities.org,,,,65,http://www.linkedin.com/company/rethinkpriorities,2018,Analytics,1873,8820000,1,,,,,,,,https://www.growjo.com/company/Rethink_Priorities,https://www.indeed.com/jobs?q=company%3A(Rethink Priorities),0.97
PatientIQ,patientiq.io,Chicago,IL,United States,53,http://www.linkedin.com/company/patientiq,2016,Analytics,131,7182000,1,,,,,,,,https://www.growjo.com/company/PatientIQ,https://www.indeed.com/jobs?q=company%3A(PatientIQ),0.61
Planful,planful.com,Redwood City,CA,United States,555,http://www.linkedin.com/company/planful-inc,,Analytics,390,103657400,1,,,,,,$91.8M,91800000,https://www.growjo.com/company/Planful,https://www.indeed.com/jobs?q=company%3A(Planful),0.25
Sonrai Analytics,sonraianalytics.com,Belfast,,,32,http://www.linkedin.com/company/sonrai-analytics,2018,Analytics,1891,3920000,1,,,,,,,,https://www.growjo.com/company/Sonrai_Analytics,https://www.indeed.com/jobs?q=company%3A(Sonrai Analytics),0.6
Juristat,juristat.com,St Louis,MO,United States,46,http://www.linkedin.com/company/juristat,2012,Analytics,24,5107200,1,"Analytics, Big Data, Legal, Big Data Analytics",,,,,$4.2M,4200000,https://www.growjo.com/company/Juristat,https://www.indeed.com/jobs?q=company%3A(Juristat),0.59
Valcre,valcre.com,San Diego,CA,United States,48,http://www.linkedin.com/company/valcre,2016,Analytics,90,6552000,1,,,,,,,,https://www.growjo.com/company/Valcre,https://www.indeed.com/jobs?q=company%3A(Valcre),1.29
3Cloud,3cloudsolutions.com,Downers Grove,IL,United States,632,http://www.linkedin.com/company/3cloudsolutions,2016,Analytics,141,119525000,1,,,,,,,,https://www.growjo.com/company/3Cloud,https://www.indeed.com/jobs?q=company%3A(3Cloud),0.44
Nanoprecise,nanoprecise.io,Edmonton,AB,CAN,70,http://www.linkedin.com/company/nanoprecise-sci-corp,2015,Analytics,7,10640000,1,,,,,,,,https://www.growjo.com/company/Nanoprecise,https://www.indeed.com/jobs?q=company%3A(Nanoprecise),0.23
Influential,influential.co,Beverly Hills,NV,United States,275,http://www.linkedin.com/company/influential_1,2013,Analytics,1966,43494500,1,Digital Media,,,,,$36.5M,36500000,https://www.growjo.com/company/Influential,https://www.indeed.com/jobs?q=company%3A(Influential),0.23
Alto Neuroscience,altoneuroscience.com,Los Altos,CA,United States,66,http://www.linkedin.com/company/altoneuroscience,2019,Analytics,403,8946000,1,,,,,,,,https://www.growjo.com/company/Alto_Neuroscience,https://www.indeed.com/jobs?q=company%3A(Alto Neuroscience),0.22
PhenoTips,phenotips.com,Toronto,ON,CAN,25,http://www.linkedin.com/company/phenotips,2014,Analytics,109,2646000,1,,,,,,,,https://www.growjo.com/company/PhenoTips,https://www.indeed.com/jobs?q=company%3A(PhenoTips),0.56
Anonos,anonos.com,Boulder,,,72,http://www.linkedin.com/company/anonos,2012,Analytics,26,10920000,1,,,,,,,,https://www.growjo.com/company/Anonos,https://www.indeed.com/jobs?q=company%3A(Anonos),0.22
Anaconda,anaconda.com,Austin,TX,United States,323,http://www.linkedin.com/company/anacondainc,2012,Analytics,132,60274200,24,saas,,,,,$83M,83000000,https://www.growjo.com/company/Anaconda,https://www.indeed.com/jobs?q=company%3A(Anaconda),0.84
cleversoft group,clever-soft.com,Munich,,Germany,147,http://www.linkedin.com/company/cleversoft,2004,Analytics,6,24486000,1,,,,,,,,https://www.growjo.com/company/cleversoft_group,https://www.indeed.com/jobs?q=company%3A(cleversoft group),0.93
Cryptio,cryptio.co,Paris,,,43,http://www.linkedin.com/company/cryptio,2017,Analytics,1998,5152000,1,,,,,,,,https://www.growjo.com/company/Cryptio,https://www.indeed.com/jobs?q=company%3A(Cryptio),1.26
GWI,globalwebindex.com,,,,764,http://www.linkedin.com/company/gwidotcom,,Analytics,2012,161700000,1,,,,,,,,https://www.growjo.com/company/GWI,https://www.indeed.com/jobs?q=company%3A(GWI),0.49
Ripjar,ripjar.com,Cheltenham Spa,,UK,121,http://www.linkedin.com/company/ripjar,2012,Analytics,2028,17780000,1,"Analytics,Marketing,Marketing Analytics,Media",,,B2B,,$41.5M,41500000,https://www.growjo.com/company/Ripjar,https://www.indeed.com/jobs?q=company%3A(Ripjar),0.21
Gotransverse,gotransverse.com,Austin,TX,United States,66,http://www.linkedin.com/company/transverse,2008,Analytics,134,8404200,1,"SaaS,Analytics,Cloud Computing,Data Storage,E-Commerce,Finance,Marketing,Marketing Analytics,Storage",,,B2B,,$72M,72000000,https://www.growjo.com/company/Gotransverse,https://www.indeed.com/jobs?q=company%3A(Gotransverse),0.2
Geospark Analytics,geospark.io,Herndon,VA,United States,57,http://www.linkedin.com/company/geospark-analytics,,Analytics,123,7812000,1,,,,,,,,https://www.growjo.com/company/Geospark_Analytics,https://www.indeed.com/jobs?q=company%3A(Geospark Analytics),0.39
LeanDNA,leandna.com,Austin,TX,United States,90,http://www.linkedin.com/company/leandna,2013,Analytics,137,13300000,1,"Analytics, saas
",Next Coast Ventures,,B2B,,$19.5M,19500000,https://www.growjo.com/company/LeanDNA,https://www.indeed.com/jobs?q=company%3A(LeanDNA),0.2
Opsera,opsera.io,Palo Alto,CA,United States,63,http://www.linkedin.com/company/opsera,,Analytics,420,8038800,1,,,,,,$19.3M,19300000,https://www.growjo.com/company/Opsera,https://www.indeed.com/jobs?q=company%3A(Opsera),0.19
Infoworks.io,infoworks.io,Palo Alto,CA,United States,109,http://www.linkedin.com/company/infoworks-io,2014,Analytics,425,15960000,7,Advertising,NEA,,B2B,,$71.2M,71200000,https://www.growjo.com/company/Infoworks.io,https://www.indeed.com/jobs?q=company%3A(Infoworks.io),0.14
LifeBooster,lifebooster.ca,Vancouver,BC,CAN,36,http://www.linkedin.com/company/lifebooster-inc-,2012,Analytics,47,4368000,1,,,,,,,,https://www.growjo.com/company/LifeBooster,https://www.indeed.com/jobs?q=company%3A(LifeBooster),0.5
red violet,redviolet.com,Boca Raton,FL,United States,168,http://www.linkedin.com/company/redviolet,2017,Analytics,87,21521500,1,saas,,,,,$28.5M,28500000,https://www.growjo.com/company/red_violet,https://www.indeed.com/jobs?q=company%3A(red violet),0.17
Cyabra,cyabra.com,Tel Aviv,,Israel,44,http://www.linkedin.com/company/cyabra,2018,Analytics,35,5376000,1,,,,,,,,https://www.growjo.com/company/Cyabra,https://www.indeed.com/jobs?q=company%3A(Cyabra),1.2
PREDICTIVEHR,predictivehr.com,Boston,MA,United States,49,http://www.linkedin.com/company/predictivehr,2016,Analytics,337,6678000,1,,,,,,,,https://www.growjo.com/company/PREDICTIVEHR,https://www.indeed.com/jobs?q=company%3A(PREDICTIVEHR),0.48
HUVRData,huvrdata.com,Austin,TX,United States,46,http://www.linkedin.com/company/huvrdata,2014,Analytics,147,5107200,1,"Oil and Gas, Renewable Energies",,,,,$7.4M,7400000,https://www.growjo.com/company/HUVRData,https://www.indeed.com/jobs?q=company%3A(HUVRData),0.48
OhmConnect,ohmconnect.com,San Francisco,CA,United States,85,http://www.linkedin.com/company/ohmconnect,2013,Analytics,731,12880000,1,,,,,,,,https://www.growjo.com/company/OhmConnect,https://www.indeed.com/jobs?q=company%3A(OhmConnect),0.16
V School,vschool.io,,,United States,95,http://www.linkedin.com/company/v-school,2013,Analytics,2242,14000000,3,,,,,,$15M,15000000,https://www.growjo.com/company/V_School,https://www.indeed.com/jobs?q=company%3A(V School),0.14
Avant-garde Health,avantgardehealth.com,Boston,MA,United States,37,http://www.linkedin.com/company/avant-garde-health,2014,Analytics,340,4480000,1,,,,,,,,https://www.growjo.com/company/Avant-garde_Health,https://www.indeed.com/jobs?q=company%3A(Avant-garde Health),0.48
Kolide,kolide.com,Somerville,MA,United States,31,http://www.linkedin.com/company/kolide-inc,2016,Analytics,341,3511200,1,,,,,,$26.6M,26600000,https://www.growjo.com/company/Kolide,https://www.indeed.com/jobs?q=company%3A(Kolide),0.48
Kayrros,kayrros.com,Paris,,France,136,http://www.linkedin.com/company/kayrros,2016,Analytics,35,21521500,9,"Energy, Commodities",,,,,$34.5M,34500000,https://www.growjo.com/company/Kayrros,https://www.indeed.com/jobs?q=company%3A(Kayrros),0.11
HealthSnap,healthsnap.io,Miami,FL,United States,38,http://www.linkedin.com/company/healthsnap-solutions,2015,Analytics,89,4592000,1,,,,,,,,https://www.growjo.com/company/HealthSnap,https://www.indeed.com/jobs?q=company%3A(HealthSnap),0.46
Percipient.ai,percipient.ai,Sunnyvale,CA,United States,71,http://www.linkedin.com/company/percipient-ai,2016,Analytics,446,9135000,1,,Venrock,,,,$87.2M,87200000,https://www.growjo.com/company/Percipient.ai,https://www.indeed.com/jobs?q=company%3A(Percipient.ai),0.15
Quantum Workplace,quantumworkplace.com,Omaha,NE,United States,154,http://www.linkedin.com/company/quantum-workplace,2002,Analytics,6,25564000,1,"Finance,Human Resources Hr, saas",,,B2B,,,,https://www.growjo.com/company/Quantum_Workplace,https://www.indeed.com/jobs?q=company%3A(Quantum Workplace),0.15
Oil and Gas Production Analysis,novilabs.com,Austin,TX,United States,28,http://www.linkedin.com/company/novi-labs,2014,Analytics,152,3360000,1,,,,,,,,https://www.growjo.com/company/Oil_and_Gas_Production_Analysis,https://www.indeed.com/jobs?q=company%3A(Oil and Gas Production Analysis),0.17
Intelligence Node,intelligencenode.com,Mumbai,,India,124,http://www.linkedin.com/company/intelligencenode,2012,Analytics,24,9100000,1,SaaS,,,,,$28M,28000000,https://www.growjo.com/company/Intelligence_Node,https://www.indeed.com/jobs?q=company%3A(Intelligence Node),0.14
Mobalytics,mobalytics.gg,Santa Monica,CA,United States,69,http://www.linkedin.com/company/mobalytics,2016,Analytics,297,8769600,1,,,,,,$13.9M,13900000,https://www.growjo.com/company/Mobalytics,https://www.indeed.com/jobs?q=company%3A(Mobalytics),0.13
PetDx,petdx.com,San Diego,CA,United States,118,http://www.linkedin.com/company/petdx,,Analytics,101,17780000,1,,,,,,,,https://www.growjo.com/company/PetDx,https://www.indeed.com/jobs?q=company%3A(PetDx),0.13
Clean Air Task Force,catf.us,Boston,MA,United States,144,http://www.linkedin.com/company/clean-air-task-force,1996,Analytics,355,24024000,1,,,,,,,,https://www.growjo.com/company/Clean_Air_Task_Force,https://www.indeed.com/jobs?q=company%3A(Clean Air Task Force),0.85
Entelligent,entelligent.com,Boulder,CO,United States,33,http://www.linkedin.com/company/entelligent,2015,Analytics,30,4032000,1,,,,,,,,https://www.growjo.com/company/Entelligent,https://www.indeed.com/jobs?q=company%3A(Entelligent),0.43
iElektron Technologies,ielektron.com,Chennai,,India,169,http://www.linkedin.com/company/ielektron-technologies,2017,Analytics,9,14091000,1,,,,,,,,https://www.growjo.com/company/iElektron_Technologies,https://www.indeed.com/jobs?q=company%3A(iElektron Technologies),0.84
RocketRez,rocketrez.com,Steinbach,,,51,http://www.linkedin.com/company/rocketrez,2011,Analytics,2463,6577200,1,,,,,,CA$8.4M,#VALUE! (Function MULTIPLY parameter 1 expects number values. But 'CA8.4' is a text and cannot be coerced to a number.),https://www.growjo.com/company/RocketRez,https://www.indeed.com/jobs?q=company%3A(RocketRez),0.42
Virtualitics,virtualitics.com,Pasadena,CA,United States,89,http://www.linkedin.com/company/virtualitics-llc,2016,Analytics,306,13020000,1,"Big Data Analytics, Virtual Reality",,,,,$30.6M,30600000,https://www.growjo.com/company/Virtualitics,https://www.indeed.com/jobs?q=company%3A(Virtualitics),0.11
mLogica,mlogica.com,Orange,CA,United States,151,http://www.linkedin.com/company/mlogica,2004,Analytics,88,23929500,1,,,,,,,,https://www.growjo.com/company/mLogica,https://www.indeed.com/jobs?q=company%3A(mLogica),0.1
Lytics,lytics.com,Portland,OR,United States,99,http://www.linkedin.com/company/lytics,2012,Analytics,24,14560000,9,"saas, analytics
",,,,,$58.3M,58300000,https://www.growjo.com/company/Lytics,https://www.indeed.com/jobs?q=company%3A(Lytics),0.02
Unacast,unacast.com,New York,NY,United States,73,http://www.linkedin.com/company/unacast,2015,Analytics,770,11060000,1,,,,,,,,https://www.growjo.com/company/Unacast,https://www.indeed.com/jobs?q=company%3A(Unacast),0.09
Academia.edu,academia.edu,San Francisco,CA,United States,149,http://www.linkedin.com/company/academia-edu,,Analytics,784,23478000,1,"Social Media, Internet, Information Technology, Education, Analytics, Higher Education, Digital Publishing, Science",,,,,$61.8M,61800000,https://www.growjo.com/company/Academia.edu,https://www.indeed.com/jobs?q=company%3A(Academia.edu),0.1
Definitive Healthcare,definitivehc.com,Framingham,MA,United States,949,http://www.linkedin.com/company/definitive-healthcare-llc,,Analytics,373,153500000,19,"Enterprise Software,Health It,Healthcare,Medical Diagnostics, saas",Spectrum Equity,,B2B,2141000000,,,https://www.growjo.com/company/Definitive_Healthcare,https://www.indeed.com/jobs?q=company%3A(Definitive Healthcare),0.17
Apricity,apricity.life,PARIS,,France,63,http://www.linkedin.com/company/apricityfertility,,Analytics,43,8568000,1,,,,,,,,https://www.growjo.com/company/Apricity,https://www.indeed.com/jobs?q=company%3A(Apricity),0.8
IRIS Inc. - Smart City andamp; Transportation Solutions Company,irisradgroup.com,Burlington,ON,CAN,42,http://www.linkedin.com/company/irisradgroupinc,2018,Analytics,138,5040000,1,,,,,,,,https://www.growjo.com/company/IRIS_Inc._-_Smart_City_andamp;_Transportation_Solutions_Company,https://www.indeed.com/jobs?q=company%3A(IRIS Inc. - Smart City andamp; Transportation Solutions Company),1.1
EssentiallySports,essentiallysports.com,Delhi,,,226,http://www.linkedin.com/company/essentially-sports,2014,Analytics,3,37576000,1,,,,,,,,https://www.growjo.com/company/EssentiallySports,https://www.indeed.com/jobs?q=company%3A(EssentiallySports),0.81
Previsico,previsico.com,Loughborough,,,29,http://www.linkedin.com/company/previsico,2019,Analytics,2594,3472000,1,,,,,,,,https://www.growjo.com/company/Previsico,https://www.indeed.com/jobs?q=company%3A(Previsico),0.38
Acin,acin.com,London,,UK,91,http://www.linkedin.com/company/acin-ltd,2010,Analytics,294,13440000,1,,,,,,$12M,12000000,https://www.growjo.com/company/Acin,https://www.indeed.com/jobs?q=company%3A(Acin),0.08
Seqera Labs,seqera.io,Barcelona,,Spain,46,http://www.linkedin.com/company/seqera-labs,2018,Analytics,10,5600000,1,,,,,,,,https://www.growjo.com/company/Seqera_Labs,https://www.indeed.com/jobs?q=company%3A(Seqera Labs),1.09
Binalyze,binalyze.com,Syosset,NY,United States,88,http://www.linkedin.com/company/binalyze,2018,Analytics,2615,13300000,1,,,,,,,,https://www.growjo.com/company/Binalyze,https://www.indeed.com/jobs?q=company%3A(Binalyze),0.8
Emma Labs,emma.ca,Québec,QC,Canada,33,http://www.linkedin.com/company/emma-labs,2017,Analytics,3,4032000,1,,,,,,,,https://www.growjo.com/company/Emma_Labs,https://www.indeed.com/jobs?q=company%3A(Emma Labs),0.38
Techsist Solution,techsistsolution.com,Noida,,,104,http://www.linkedin.com/company/techsist-solution-private-limited,2014,Analytics,9,15680000,1,,,,,,,,https://www.growjo.com/company/Techsist_Solution,https://www.indeed.com/jobs?q=company%3A(Techsist Solution),0.79
OncoHealth,oncohealth.us,,,,221,http://www.linkedin.com/company/oncohealth,,Analytics,2638,36806000,1,,,,,,,,https://www.growjo.com/company/OncoHealth,https://www.indeed.com/jobs?q=company%3A(OncoHealth),0.08
Fund Allocation Software and Service,vidrio.com,New York,NY,United States,52,http://www.linkedin.com/company/vidriofinancial,2008,Analytics,789,7056000,1,,,,,,,,https://www.growjo.com/company/Fund_Allocation_Software_and_Service,https://www.indeed.com/jobs?q=company%3A(Fund Allocation Software and Service),0.37
Curv Health,curvhealth.com,Halifax,NS,CAN,26,http://www.linkedin.com/company/curvlabs,2017,Analytics,2,2744000,1,,,,,,,,https://www.growjo.com/company/Curv_Health,https://www.indeed.com/jobs?q=company%3A(Curv Health),0.37
kWh Analytics,kwhanalytics.com,San Francisco,CA,United States,52,http://www.linkedin.com/company/kwh-analytics,2012,Analytics,806,7056000,1,,,,,,,,https://www.growjo.com/company/kWh_Analytics,https://www.indeed.com/jobs?q=company%3A(kWh Analytics),0.37
Windfall,windfalldata.com,San Francisco,CA,United States,86,http://www.linkedin.com/company/windfall-data,2016,Analytics,807,13020000,1,,,,,,,,https://www.growjo.com/company/Windfall,https://www.indeed.com/jobs?q=company%3A(Windfall),0.08
Lakeside Software,lakesidesoftware.com,Bloomfield Hills,MI,United States,262,http://www.linkedin.com/company/lakeside-software,1997,Analytics,53,41387500,3,"Automotive,Data Storage,Enterprise Software,Information Security,Security,Storage, saas",,,B2B,,$87.3M,87300000,https://www.growjo.com/company/Lakeside_Software,https://www.indeed.com/jobs?q=company%3A(Lakeside Software),0.07
Alchemer- formerly SurveyGizmo,alchemer.com,Louisville,co,United States,173,http://www.linkedin.com/company/alchemer,,Analytics,34,28798000,1,,,,,,,,https://www.growjo.com/company/Alchemer-_formerly_SurveyGizmo,https://www.indeed.com/jobs?q=company%3A(Alchemer- formerly SurveyGizmo),0.07
Profitero,profitero.com,Boston,MA,United States,420,http://www.linkedin.com/company/profitero,2010,Analytics,381,78409800,5,Ecommerce,,,,,$48.7M,48700000,https://www.growjo.com/company/Profitero,https://www.indeed.com/jobs?q=company%3A(Profitero),0.15
AirWorks,airworks.io,Boston,MA,United States,140,http://www.linkedin.com/company/airworksus,2017,Analytics,383,22123500,1,"Maps, Construction, Civil Engineers, Architecture, Analytics / Data",,,,,$5.3M,5300000,https://www.growjo.com/company/AirWorks,https://www.indeed.com/jobs?q=company%3A(AirWorks),0.07
ArchSys.io,archsys.io,Palo Alto,CA,United States,43,http://www.linkedin.com/company/arch-systems,2015,Analytics,506,5152000,1,,,,,,,,https://www.growjo.com/company/ArchSys.io,https://www.indeed.com/jobs?q=company%3A(ArchSys.io),0.34
